nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;word;sampa;ipa
4;tŏpsy̆tŭʹrvy;;;;p.;64.0;215;topsy-turvy;topsy-turvy;t A p s i: t 3:r v i:;tɑpsiːtɜ:rviː
1;tŏrch;;;;n.;65.0;215;torch;torch;t O: r\ tS;tOːɹ?
1;tōre;L.;;;n.;66.0;215;tore;tore;t O: r\;tOːɹ
2;tŏrmĕʹnt;L.;;;v.;67.0;215;torment;torment;t O: r\ m E n t;tOːɹmɛnt
3;tŏrmĕʹntil;L.;;;n.;68.0;215;torment;torment;t O: r\ m E n t;tOːɹmɛnt
3;tŏrnāʹdo;;;;n.;69.0;215;tornado;tornado;t O: r\ n eI d @U;tOːɹn?doʊ
3;tŏrpēʹdo;L.;;;n.;70.0;215;torpedo;torpedo;t O: r\ p i: d @U;tOːɹpiːdoʊ
2;tŏʹrpid;L.;;;a.;71.0;215;torpid;torpid;t O: r\ p @ d;tOːɹpəd
5;tŏrrĕfăʹction;L.;;;n.;72.0;215;overreaction;overreaction;@U v 3:r r\ i: { k S @ n;oʊvɜ:rɹiːækʃən
2;tŏʹrrĕnt;;;;n.;73.0;215;torrent;torrent;t O: r\ @ n t;tOːɹənt
2;tŏʹrrid;;;;a.;2.0;216;torrid;torrid;t O: r\ @ d;tOːɹəd
2;tŏʹrtoiſe;;;;n.;3.0;216;tortoise;tortoise;t O: r\ 4 @ s;tOːɹɾəs
2;tŏʹrtūre;;;;v.;4.0;216;torture;torture;t O: r\ tS 3:r;tOːɹ?ɜ:r
3;tŏʹrtū_o_ŭs;;;;a.;5.0;216;tortuous;tortuous;t O: r\ tS @ w @ s;tOːɹ?əwəs
2;tōʹry;;;;n.;6.0;216;tory;tory;t O: r\ i:;tOːɹiː
1;tŏſs;;;;v.;7.0;216;toss;toss;t O: s;tOːs
1;tŏſt;;;;n.;8.0;216;trost;trost;t r\ A s t;tɹɑst
2;tōʹtal;;;;n.;9.0;216;total;total;t @U 4 @ l;toʊɾəl
3;tōʹtally;;;;p.;10.0;216;totally;totally;t @U 4 @ l i:;toʊɾəliː
2;tŏʹtt_e_r;;;;v.;11.0;216;totter;totter;t A 4 3:r;tɑɾɜ:r
1;touch;;;;v.;12.0;216;touch;touch;t V tS;tʌ?
2;touʹched;;;;a.;13.0;216;touched;touched;t V tS t;tʌ?t
2;toŭʹchy;;;;a.;14.0;216;touchy;touchy;t V tS i:;tʌ?iː
1;tough (tŭff);;;Aide à la {pron}.;a.;15.0;216;thought;thought;T O: t;θOːt
1;tȯu̇r;;;;n.;16.0;216;tour;tour;t U r\;tʊɹ
3;t_o_ŭʹrnament;F.;;;n.;17.0;216;tournament;tournament;t U r\ n @ m @ n t;tʊɹnəmənt
2;tȯu̇ʹzle;;;;v.;18.0;216;toole;toole;t u l;tul
1;tȯẇ;;;;v.;19.0;216;tow;tow;t @U;toʊ
2;tȯʹẇage;;;;n.;20.0;216;wage;wage;w eI dZ;w??
2;toʹ_w_ărd;;;;a.;21.0;216;toward;toward;t @ w O: r\ d;təwOːɹd
2;tȯʹẇel;;;;n.;22.0;216;towel;towel;t aU @ l;t?əl
2;tȯʹẇ_e_r;;;;n.;23.0;216;tower;tower;t aU 3:r;t?ɜ:r
3;tȯʹẇ_e_ring;;;;a.;24.0;216;towering;towering;t aU 3:r i N;t?ɜ:riŋ
1;tȯẇn;;;;n.;25.0;216;town;town;t aU n;t?n
2;tȯʹẇnſhip;;;;n.;26.0;216;township;township;t aU n S i p;t?nʃip
2;tȯʹẇnſmen;;;;n.;27.0;216;townsman;townsman;t aU n z m @ n;t?nzmən
1;tȯʹẇr;;;;v.;28.0;216;towry;towry;t O: r\ i:;tOːɹiː
1;toy;;;;n.;29.0;216;toy;toy;t OI;t?
1;trāce;;;;n.;30.0;216;trace;trace;t r\ eI s;tɹ?s
2;trāʹces;F.;;;n.;31.0;216;traces;traces;t r\ eI s @ z;tɹ?səz
4;trăc_h_eʹlĭum;G.;;;n.;32.0;216;trachsel;trachsel;t r\ { k s @ l;tɹæksəl
1;trăck;;;;n.;33.0;216;track;track;t r\ { k;tɹæk
1;trăct;L.;;;n.;34.0;216;tract;tract;t r\ { k t;tɹækt
3;trăʹctable;;;;a.;35.0;216;tractable;tractable;t r\ { k t @ b @ l;tɹæktəbəl
2;trăʹctăte;L.;;;n.;36.0;216;tractable;tractable;t r\ { k t @ b @ l;tɹæktəbəl
1;trāde;;;;n.;37.0;216;trade;trade;t r\ eI d;tɹ?d
2;trāʹd_e_r;;;;n.;38.0;216;trader;trader;t r\ eI 4 3:r;tɹ?ɾɜ:r
2;trāʹd_e_ſman;;;;n.;39.0;216;tradesmen;tradesmen;t r\ eI d z m @ n;tɹ?dzmən
4;trădĭʹtion;;;;n.;40.0;216;tradition;tradition;t r\ @ d I S @ n;tɹədɪʃən
5;trădĭʹtional;;;;a.;41.0;216;traditional;traditional;t r\ @ d I S @ n @ l;tɹədɪʃənəl
2;trădūʹce;;;;v.;42.0;216;truce;truce;t r\ u s;tɹus
4;trădŭʹction;;;;n.;43.0;216;traction;traction;t r\ { k S @ n;tɹækʃən
2;trăʹffic;;;;v.;44.0;216;traffic;traffic;t r\ { f i k;tɹæfik
3;trăʹgăcănth;G.;;;n.;45.0;216;traficant;traficant;t r\ { f i k @ n t;tɹæfikənt
4;trăgēʹdĭan;;;;n.;46.0;216;tragedies;tragedies;t r\ { dZ @ 4 i: z;tɹæ?əɾiːz
3;trăʹgĕdy;;;;n.;47.0;216;tragedy;tragedy;t r\ { dZ @ 4 i:;tɹæ?əɾiː
3;trăʹgĭcal;;;;a.;48.0;216;tragically;tragically;t r\ { dZ i k l i:;tɹæ?ikliː
5;trăgĭcŏʹmĕdy;;;;n.;49.0;216;tragedy;tragedy;t r\ { dZ @ 4 i:;tɹæ?əɾiː
5;trăgĭcŏʹmĭcal;;;;a.;50.0;216;tragicomic;tragicomic;t r\ { dZ i k A m i k;tɹæ?ikɑmik
3;trăʹgĭum;G.;;;n.;51.0;216;traum;traum;t r\ O: m;tɹOːm
4;trăjĕʹctŏry;;;;n.;52.0;216;trajectory;trajectory;t r\ @ dZ E k t 3:r i:;tɹə?ɛktɜ:riː
1;trail;;;;v.;53.0;216;trail;trail;t r\ eI l;tɹ?l
1;train;;;;n.;54.0;216;train;train;t r\ eI n;tɹ?n
2;traiʹtor;F.;;;n.;55.0;216;traitor;traitor;t r\ eI 4 3:r;tɹ?ɾɜ:r
3;traiʹtĕr_o_us;;;;a.;56.0;216;traitorous;traitorous;t r\ eI 4 3:r @ s;tɹ?ɾɜ:rəs
2;trăʹmmel;;;;n.;57.0;216;trammel;trammel;t r\ { m @ l;tɹæməl
2;trăʹmple;;;;v.;58.0;216;trample;trample;t r\ { m p @ l;tɹæmpəl
1;trănce;;;;n.;59.0;216;trance;trance;t r\ { n s;tɹæns
2;trăʹnquil;;;;a.;60.0;216;tranquil;tranquil;t r\ { N k w @ l;tɹæŋkwəl
4;trănquĭʹllĭty;L.;;;n.;61.0;216;tranquility;tranquility;t r\ { N k w I l i 4 i:;tɹæŋkwɪliɾiː
2;trănsăʹct;L.;;;v.;62.0;216;transact;transact;t r\ { n z { k t;tɹænzækt
4;trănsăʹction;;;;n.;63.0;216;transaction;transaction;t r\ { n z { k S @ n;tɹænzækʃən
3;trănsăʹctor;;;;n.;64.0;216;translator;translator;t r\ { n s l eI 4 3:r;tɹænsl?ɾɜ:r
3;trănsăʹlpĭne;L.;;;n.;65.0;216;transpire;transpire;t r\ { n s p aI 3:r;tɹænsp?ɜ:r
2;trănſcĕʹnd;L.;;;v.;66.0;216;transcend;transcend;t r\ { n s E n d;tɹænsɛnd
4;trănſcĕʹndĕncy;L.;;;n.;67.0;216;transcendence;transcendence;t r\ { n s E n d @ n s;tɹænsɛndəns
3;trănſcĕʹndĕnt;;;;a.;68.0;216;transcendent;transcendent;t r\ { n s E n d @ n t;tɹænsɛndənt
2;trănſcrīʹbe;L.;;;v.;69.0;216;transcribe;transcribe;t r\ { n s k r\ aI b;tɹænskɹ?b
2;trăʹnſcrĭpt;;;;n.;70.0;216;transcript;transcript;t r\ { n s k r\ I p t;tɹænskɹɪpt
2;trănsfĕʹr;L.;;;v.;71.0;216;transfer;transfer;t r\ { n s f 3:r;tɹænsfɜ:r
6;trănsfĭgŭrāʹtion;;;;n.;72.0;216;transformation;transformation;t r\ { n s f 3:r m eI S @ n;tɹænsfɜ:rm?ʃən
2;trănsfĭʹx;L.;;;v.;73.0;216;transfix;transfix;t r\ { n s f I k s;tɹænsfɪks
2;trănsfŏʹrm;L.;;;v.;2.0;217;transform;transform;t r\ { n s f O: r\ m;tɹænsfOːɹm
5;trănsfŏrmāʹtion;;;;n.;3.0;217;transformation;transformation;t r\ { n s f 3:r m eI S @ n;tɹænsfɜ:rm?ʃən
2;trănsfūʹſe;;;;v.;4.0;217;transfuse;transfuse;t r\ { n s f j u z;tɹænsfjuz
4;trănsfūʹſion;;;;n.;5.0;217;transfusion;transfusion;t r\ { n s f j u Z @ n;tɹænsfjuʒən
2;trănſgrĕʹſs;L.;;;v.;6.0;217;transgress;transgress;t r\ { n z g r\ E s;tɹænzgɹɛs
4;trănſgrĕʹſſion;;;;n.;7.0;217;transgression;transgression;t r\ { n z g r\ E S @ n;tɹænzgɹɛʃən
3;trăʹnsĭent;L.;;;a.;8.0;217;transient;transient;t r\ { n Z @ n t;tɹænʒənt
2;trăʹnſit;L.;;;n.;9.0;217;transit;transit;t r\ { n z @ t;tɹænzət
4;trănsĭʹtion;L.;;;n.;10.0;217;transition;transition;t r\ { n z I S @ n;tɹænzɪʃən
3;trăʹnsĭtive;L.;;;a.;11.0;217;transit;transit;t r\ { n z @ t;tɹænzət
4;trăʹnsĭtory;;;;a.;12.0;217;transitory;transitory;t r\ { n z @ t O: r\ i:;tɹænzətOːɹiː
2;trănſlāʹte;L.;;;v.;13.0;217;translate;translate;t r\ { n z l eI t;tɹænzl?t
4;trănſlāʹtion;L.;;;n.;14.0;217;translation;translation;t r\ { n z l eI S @ n;tɹænzl?ʃən
3;trănſlūʹcid;L.;;;a.;15.0;217;translucent;translucent;t r\ { n s l u s @ n t;tɹænslusənt
3;trănſmarĭʹne;;;;a.;16.0;217;transmark;transmark;t r\ { n z m A r\ k;tɹænzmɑɹk
3;trănſmĭʹgrāte;L.;;;v.;17.0;217;transmit;transmit;t r\ { n z m I t;tɹænzmɪt
5;trănſmĭgrāʹtion;L.;;;n.;18.0;217;transition;transition;t r\ { n z I S @ n;tɹænzɪʃən
4;trănſmĭſsĭble;;nbSyll>1 et pas d'accent tonic;;a.;19.0;217;transmission;transmission;t r\ { n s m I S @ n;tɹænsmɪʃən
3;trănſmĭʹſſion;L.;;;n.;20.0;217;transmission;transmission;t r\ { n s m I S @ n;tɹænsmɪʃən
2;trănſmĭʹt;L.;;;v.;21.0;217;transmit;transmit;t r\ { n z m I t;tɹænzmɪt
4;trănſmŏʹgrĭphy;;;;v.;22.0;217;ouranography;ouranography;aU 3:r @ n A g r\ @ f i:;?ɜ:rənɑgɹəfiː
4;trănſmūʹtable;;;;a.;23.0;217;transmittable;transmittable;t r\ { n z m I 4 @ b @ l;tɹænzmɪɾəbəl
5;trănſmūtāʹtion;L.;;;n.;24.0;217;transmutation;transmutation;t r\ { n z m j u t eI S @ n;tɹænzmjut?ʃən
2;trănſmūʹte;L.;;;v.;25.0;217;transue;transue;t r\ { n z u;tɹænzu
2;trăʹnsŏm;;;;n.;26.0;217;transom;transom;t r\ { n s @ m;tɹænsəm
4;trănſpāʹrĕncy;;;;n.;27.0;217;transparency;transparency;t r\ { n s p E r\ @ n s i:;tɹænspɛɹənsiː
3;trănſpāʹrent;L.;;;a.;28.0;217;transparent;transparent;t r\ { n s p E r\ @ n t;tɹænspɛɹənt
3;trănſpieʹrce;;;;v.;29.0;217;transpire;transpire;t r\ { n s p aI 3:r;tɹænsp?ɜ:r
5;trănſpĭrāʹtion;;;;n.;30.0;217;transportation;transportation;t r\ { n s p 3:r t eI S @ n;tɹænspɜ:rt?ʃən
2;trănſpīʹre;L.;;;v.;31.0;217;transpire;transpire;t r\ { n s p aI 3:r;tɹænsp?ɜ:r
2;trănſplăʹnt;;;;v.;32.0;217;transplant;transplant;t r\ { n s p l { n t;tɹænsplænt
2;trăʹnſpŏrt;;;;n.;33.0;217;transport;transport;t r\ { n s p O: r\ t;tɹænspOːɹt
5;trănſpŏrtāʹtion;;;;n.;34.0;217;transportation;transportation;t r\ { n s p 3:r t eI S @ n;tɹænspɜ:rt?ʃən
3;trănſpŏʹrting;;;;a.;35.0;217;transporting;transporting;t r\ { n s p O: r\ 4 i N;tɹænspOːɹɾiŋ
5;trănſpŏsĭʹtion;L.;;;n.;36.0;217;transition;transition;t r\ { n z I S @ n;tɹænzɪʃən
3;trănſpōʹſe;L.;;;v.;37.0;217;transpose;transpose;t r\ { n s p @U z;tɹænspoʊz
5;trănsŭbſtăʹntiāte;L.;;;v.;38.0;217;insubstantiate;insubstantiate;i n s @ b s t { n tS i: eI t;insəbstæn?iː?t
7;trănsŭbſtăntiāʹtion;;;;n.;39.0;217;substantiation;substantiation;s @ b s t { n tS i: eI S @ n;səbstæn?iː?ʃən
2;trănsūʹde;;;;v.;40.0;217;transue;transue;t r\ { n z u;tɹænzu
2;trănſvĕʹrſe;;;;a.;41.0;217;transverse;transverse;t r\ { n z v 3:r s;tɹænzvɜ:rs
1;trăp;;;;n.;42.0;217;trap;trap;t r\ { p;tɹæp
1;trāpes;;;;n.;43.0;217;traps;traps;t r\ { p s;tɹæps
4;trăpĕʹzĭum;G.;;;n.;44.0;217;trapeze;trapeze;t r\ @ p i: z;tɹəpiːz
3;trăpĕzoiʹd;;;;n.;45.0;217;trapped;trapped;t r\ { p t;tɹæpt
1;trăſh;;;;n.;46.0;217;trash;trash;t r\ { S;tɹæʃ
3;travāʹdo;;;;n.;47.0;217;bravado;bravado;b r\ @ v A 4 @U;bɹəvɑɾoʊ
2;trăʹv_a_ĭl;F.;;;n.;48.0;217;travail;travail;t r\ @ v eI l;tɹəv?l
3;trăvăʹlly;F.;;;n.;49.0;217;travail;travail;t r\ @ v eI l;tɹəv?l
2;trăʹvel;;;;v.;50.0;217;travel;travel;t r\ { v @ l;tɹævəl
3;trăʹvĕller;;;;n.;51.0;217;traveller;traveller;t r\ { v @ l 3:r;tɹævəlɜ:r
2;trăʹvels;;;;n.;52.0;217;travels;travels;t r\ { v @ l z;tɹævəlz
2;trăvĕʹrſe;;;;a.;53.0;217;traverse;traverse;t r\ { v 3:r s;tɹævɜ:rs
1;trāves;;;;n.;54.0;217;travers;travers;t r\ { v 3:r z;tɹævɜ:rz
3;trăvĕʹſty;;;;a.;55.0;217;travesty;travesty;t r\ { v @ s t i:;tɹævəstiː
1;tray;;;;n.;56.0;217;tray;tray;t r\ eI;tɹ?
3;treaʹchĕr_o_us;;;;a.;57.0;217;treacherous;treacherous;t r\ E tS 3:r @ s;tɹɛ?ɜ:rəs
3;treaʹchĕry;;;;n.;58.0;217;treachery;treachery;t r\ E tS 3:r i:;tɹɛ?ɜ:riː
2;treaʹcle;;;;n.;59.0;217;trace;trace;t r\ eI s;tɹ?s
1;tread;;;;v.;60.0;217;tread;tread;t r\ E d;tɹɛd
2;treadles;;nbSyll>1 et pas d'accent tonic;;n.;61.0;217;treads;treads;t r\ E d z;tɹɛdz
2;treaʹſon;;;;n.;62.0;217;treason;treason;t r\ i: z @ n;tɹiːzən
4;treaʹsŏnable;;;;a.;63.0;217;reasonable;reasonable;r\ i: z @ n @ b @ l;ɹiːzənəbəl
2;treaʹsūre;F.;;;n.;64.0;217;treasure;treasure;t r\ E Z 3:r;tɹɛʒɜ:r
3;treaʹsūrer;;;;n.;65.0;217;treasurer;treasurer;t r\ E Z 3:r 3:r;tɹɛʒɜ:rɜ:r
3;treaʹsūry;;;;n.;66.0;217;treasury;treasury;t r\ E Z 3:r i:;tɹɛʒɜ:riː
1;treat;F.;;;v.;67.0;217;treat;treat;t r\ i: t;tɹiːt
2;treaʹtĭſe;L.;;;n.;68.0;217;treatise;treatise;t r\ i: 4 @ s;tɹiːɾəs
2;treaʹtment;F.;;;n.;69.0;217;treatment;treatment;t r\ i: t m @ n t;tɹiːtmənt
2;treaʹty;F.;;;n.;70.0;217;treaty;treaty;t r\ i: 4 i:;tɹiːɾiː
2;trĕʹble;L.;;;n.;71.0;217;treble;treble;t r\ E b @ l;tɹɛbəl
1;tree;;;;n.;72.0;217;tree;tree;t r\ i:;tɹiː
2;trēʹfoil;L.;;;n.;73.0;217;refill;refill;r\ i: f i l;ɹiːfil
1;treeks;;;;n.;2.0;218;treks;treks;t r\ E k s;tɹɛks
2;trĕʹmble;;;;v.;3.0;218;tremble;tremble;t r\ E m b @ l;tɹɛmbəl
3;tremĕʹnd_o_us;L.;;;a.;4.0;218;tremendous;tremendous;t r\ @ m E n d @ s;tɹəmɛndəs
2;trĕʹmor;L.;;;n.;5.0;218;tremor;tremor;t r\ E m 3:r;tɹɛmɜ:r
3;trĕʹmūl_o_us;;;;a.;6.0;218;tremulous;tremulous;t r\ E m j @ l @ s;tɹɛmjələs
1;trĕnch;;;;n.;7.0;218;trench;trench;t r\ E n tS;tɹɛn?
2;trĕʹncher;;;;n.;8.0;218;trencher;trencher;t r\ E n tS 3:r;tɹɛn?ɜ:r
2;trĕʹnches;;;;n.;9.0;218;trenches;trenches;t r\ E n tS i z;tɹɛn?iz
2;trepăʹn;;;;n.;10.0;218;stepan;stepan;s t E p @ n;stɛpən
5;trĕpĭdāʹtion;L.;;;n.;11.0;218;trepidation;trepidation;t r\ E p i d eI S @ n;tɹɛpid?ʃən
2;trĕʹſpăſs;F.;;;n.;12.0;218;trespass;trespass;t r\ E s p { s;tɹɛspæs
2;treʹſſel;;;;n.;13.0;218;tressel;tressel;t r\ E s @ l;tɹɛsəl
2;trĕʹſſes;;;;n.;14.0;218;tresses;tresses;t r\ E s i z;tɹɛsiz
1;trĕt;;;;n.;15.0;218;trest;trest;t r\ E s t;tɹɛst
2;trĕʹvet;;;;n.;16.0;218;threet;threet;T r\ i: t;θɹiːt
2;trīʹal;;;;n.;17.0;218;trial;trial;t r\ aI @ l;tɹ?əl
3;trīʹăngle;L.;;;n.;18.0;218;triangle;triangle;t r\ aI { N g @ l;tɹ?æŋgəl
4;trīʹăngŭlar;;;;a.;19.0;218;triangular;triangular;t r\ aI { N g j @ l 3:r;tɹ?æŋgjəlɜ:r
1;trībe;;;;n.;20.0;218;tribe;tribe;t r\ aI b;tɹ?b
5;trĭbūlāʹtion;L.;;;n.;21.0;218;tribulation;tribulation;t r\ I b j @ l eI S @ n;tɹɪbjəl?ʃən
3;trĭbūʹnal;L.;;;n.;22.0;218;tribunal;tribunal;t r\ @ b j u n @ l;tɹəbjunəl
1;trĭʹbūnes;L.;;;n.;23.0;218;tribune's;tribune's;t r\ I b j u n z;tɹɪbjunz
3;trĭʹbūn_e_ſhip;;;;n.;24.0;218;tribune's;tribune's;t r\ I b j u n z;tɹɪbjunz
4;trĭʹbūtăry;;;;a.;25.0;218;tributary;tributary;t r\ I b j @ t E r\ i:;tɹɪbjətɛɹiː
2;trĭʹbūte;L.;;;n.;26.0;218;tribute;tribute;t r\ I b j u t;tɹɪbjut
1;trīce;;;;p.;27.0;218;trice;trice;t r\ aI s;tɹ?s
1;trĭck;;;;n.;28.0;218;trick;trick;t r\ I k;tɹɪk
2;trĭʹckle;;;;v.;29.0;218;trickle;trickle;t r\ I k @ l;tɹɪkəl
1;trīde;;;;a.;30.0;218;tridex;tridex;t r\ I d E k s;tɹɪdɛks
2;trīʹdent;L.;;;n.;31.0;218;trident;trident;t r\ aI d @ n t;tɹ?dənt
4;trīʹĕnnĭal;L.;;;a.;32.0;218;triennial;triennial;t r\ aI E n i: @ l;tɹ?ɛniːəl
2;trīʹfle;;;;v.;33.0;218;trifle;trifle;t r\ aI f @ l;tɹ?fəl
2;trīʹfling;;;;n.;34.0;218;trifling;trifling;t r\ aI f l i N;tɹ?fliŋ
3;trĭʹgămy;G.;;;n.;35.0;218;trigly;trigly;t r\ I g l i:;tɹɪgliː
2;trĭʹgg_e_r;;;;n.;36.0;218;trigger;trigger;t r\ I g 3:r;tɹɪgɜ:r
2;triʹglyph;;;;n.;37.0;218;trigly;trigly;t r\ I g l i:;tɹɪgliː
2;trīʹgon;G.;;;n.;38.0;218;trigo;trigo;t r\ i: g @U;tɹiːgoʊ
6;trĭgŏnŏmĕʹtrĭcal;;;;a.;39.0;218;geometrical;geometrical;dZ i: @ m E t r\ i k @ l;?iːəmɛtɹikəl
5;trĭgŏnŏʹmĕtry;G.;;;n.;40.0;218;goniometer;goniometer;g @U n i: A m @ 4 3:r;goʊniːɑməɾɜ:r
4;trīlăʹtĕral;L.;;;a.;41.0;218;trilateral;trilateral;t r\ aI l { 4 3:r @ l;tɹ?læɾɜ:rəl
1;trĭll;;;;n.;42.0;218;trill;trill;t r\ I l;tɹɪl
1;trĭm;;;;a.;43.0;218;trim;trim;t r\ I m;tɹɪm
2;trĭʹmmer;;;;n.;44.0;218;trimmer;trimmer;t r\ I m 3:r;tɹɪmɜ:r
2;trĭʹmmings;;;;n.;45.0;218;trimmings;trimmings;t r\ I m i N z;tɹɪmiŋz
1;trīne;;;;n.;46.0;218;trine;trine;t r\ aI n;tɹ?n
5;trĭnĭtāʹrĭans;;;;n.;47.0;218;veterinarians;veterinarians;v E t r\ @ n E r\ i: @ n z;vɛtɹənɛɹiːənz
3;trĭʹnĭty;;;;n.;48.0;218;trinity;trinity;t r\ I n @ 4 i:;tɹɪnəɾiː
2;trĭʹnket;;;;n.;49.0;218;trinket;trinket;t r\ I N k @ t;tɹɪŋkət
4;trīnōʹmĭal;;;;a.;50.0;218;binomial;binomial;b aI n @U m i: @ l;b?noʊmiːəl
1;trĭp;;;;n.;51.0;218;trip;trip;t r\ I p;tɹɪp
4;trĭpăʹrtient;;;;n.;52.0;218;tripartite;tripartite;t r\ aI p A r\ t aI t;tɹ?pɑɹt?t
3;trĭpăʹrtīte;L.;;;a.;53.0;218;tripartite;tripartite;t r\ aI p A r\ t aI t;tɹ?pɑɹt?t
5;trĭpărtĭʹtion;;;;n.;54.0;218;partition;partition;p A r\ t I S @ n;pɑɹtɪʃən
1;trīpe;F.;;;n.;55.0;218;tripe;tripe;t r\ aI p;tɹ?p
2;trĭʹphthŏng;;;;n.;56.0;218;triton;triton;t r\ aI t @ n;tɹ?tən
3;trīʹple;;;;a.;57.0;218;triple;triple;t r\ I p @ l;tɹɪpəl
3;trīʹplĭcāte;;;;a.;58.0;218;triplicate;triplicate;t r\ I p l i k @ t;tɹɪplikət
4;trĭplĭʹcĭty;L.;;;n.;59.0;218;multiplicity;multiplicity;m V l t @ p l I s i 4 i:;mʌltəplɪsiɾiː
2;trīʹpod;;;;n.;60.0;218;tripod;tripod;t r\ aI p A d;tɹ?pɑd
3;trĭʹpŏly;;;;n.;61.0;218;tripoli;tripoli;t r\ I p @ l i:;tɹɪpəliː
2;trĭʹpping;;;;n.;62.0;218;tripping;tripping;t r\ I p i N;tɹɪpiŋ
4;trĭfyʹllable;G.;;;n.;63.0;218;syllable;syllable;s I l @ b @ l;sɪləbəl
1;trīte;;;;a.;64.0;218;trite;trite;t r\ aI t;tɹ?t
3;trīthēʹiſm;G.;;;n.;65.0;218;trites;trites;t r\ aI t s;tɹ?ts
2;trīʹton;G.;;;n.;66.0;218;triton;triton;t r\ aI t @ n;tɹ?tən
5;trĭtūrāʹtion;L.;;;n.;67.0;218;tribulation;tribulation;t r\ I b j @ l eI S @ n;tɹɪbjəl?ʃən
3;trĭʹvĭal;L.;;;a.;68.0;218;trivial;trivial;t r\ I v i: @ l;tɹɪviːəl
2;trīʹŭmph;;;;n.;69.0;218;triumph;triumph;t r\ aI @ m f;tɹ?əmf
3;trīŭʹmphal;;;;a.;70.0;218;triumphal;triumphal;t r\ aI V m f @ l;tɹ?ʌmfəl
3;trīŭʹmvir;L.;;;n.;71.0;218;triumvirate;triumvirate;t r\ aI V m v 3:r @ t;tɹ?ʌmvɜ:rət
4;trīŭʹmvĭrāte;;;;n.;72.0;218;triumvirate;triumvirate;t r\ aI V m v 3:r @ t;tɹ?ʌmvɜ:rət
2;trīūʹne;L.;;;n.;73.0;218;tribune;tribune;t r\ I b j u n;tɹɪbjun
1;troat;;;;v.;2.0;219;troyat;troyat;t r\ OI { t;tɹ?æt
2;troʹchar;F.;;;n.;3.0;219;troha;troha;t r\ @U h @;tɹoʊhə
2;trŏʹc_h_ee;;;;n.;4.0;219;troche;troche;t r\ A tS;tɹɑ?
2;trŏʹlling;;;;n.;5.0;219;trolling;trolling;t r\ @U l i N;tɹoʊliŋ
2;trŏʹllŏp;;;;n.;6.0;219;strollo;strollo;s t r\ A l @U;stɹɑloʊ
2;trŏʹnage;;;;n.;7.0;219;patronage;patronage;p { t r\ @ n i dZ;pætɹəni?
1;troop;F.;;;n.;8.0;219;troop;troop;t r\ u p;tɹup
2;trooʹp_e_r;;;;n.;9.0;219;trooper;trooper;t r\ u p 3:r;tɹupɜ:r
1;trōpe;;;;n.;10.0;219;troupe;troupe;t r\ u p;tɹup
2;trŏʹphy;G.;;;n.;11.0;219;trophy;trophy;t r\ @U f i:;tɹoʊfiː
2;trŏʹpics;;;;n.;12.0;219;tropics;tropics;t r\ A p i k s;tɹɑpiks
1;trŏt;F.;;;n.;13.0;219;trot;trot;t r\ A t;tɹɑt
1;trŏth;;;;n.;14.0;219;troth;troth;t r\ @U T;tɹoʊθ
2;trŏʹtt_e_rs;;;;n.;15.0;219;trotter;trotter;t r\ A 4 3:r;tɹɑɾɜ:r
2;tr_o_ŭʹble;;;;v.;16.0;219;trouble;trouble;t r\ V b @ l;tɹʌbəl
3;tr_o_ŭʹbl_e_sŏme;;;;a.;17.0;219;troublesome;troublesome;t r\ V b @ l s @ m;tɹʌbəlsəm
1;trough (trof);;;Aide à la {pron}.;n.;18.0;219;roughton;roughton;r\ V f t @ n;ɹʌftən
2;trover;F.;nbSyll>1 et pas d'accent tonic;;n.;19.0;219;trove;trove;t r\ @U v;tɹoʊv
1;trȯu̇nce;;;;v.;20.0;219;trounce;trounce;t r\ aU n s;tɹ?ns
1;trȯu̇t;;;;n.;21.0;219;trout;trout;t r\ aU t;tɹ?t
3;trȯʹẇel;F.;;;n.;22.0;219;trowel;trowel;t r\ aU w E l;tɹ?wɛl
1;troy;;;;n.;23.0;219;troy;troy;t r\ OI;tɹ?
2;trūʹănt;F.;;;n.;24.0;219;truant;truant;t r\ u @ n t;tɹuənt
1;trūce;;;;n.;25.0;219;truce;truce;t r\ u s;tɹus
2;truʹchman;F.;;;n.;26.0;219;tuchman;tuchman;t V k m @ n;tʌkmən
1;trŭck;F.;;;n.;27.0;219;truck;truck;t r\ V k;tɹʌk
2;trŭʹckle;;;;v.;28.0;219;ruckle;ruckle;r\ V k @ l;ɹʌkəl
1;trŭcks;;;;n.;29.0;219;trucks;trucks;t r\ V k s;tɹʌks
1;trŭdge;;;;v.;30.0;219;trudge;trudge;t r\ V dZ;tɹʌ?
1;trūe;;;;a.;31.0;219;true;true;t r\ u;tɹu
2;trūʹ_e_lŏve;;;;n.;32.0;219;truelove;truelove;t r\ u l V v;tɹulʌv
2;trŭʹffle;;;;n.;33.0;219;truffle;truffle;t r\ V f @ l;tɹʌfəl
1;trŭll;;;;n.;34.0;219;trull;trull;t r\ V l;tɹʌl
2;trūʹly;;;;p.;35.0;219;truly;truly;t r\ u l i:;tɹuliː
1;trŭmp;;;;n.;36.0;219;trump;trump;t r\ V m p;tɹʌmp
3;trŭʹmpĕry;;;;n.;37.0;219;rumery;rumery;r\ V m 3:r i:;ɹʌmɜ:riː
